"","country","year","id","tot_gas","all_gas","ch4","co2","fgas","n2o","mean_year_tempeC","year_deaths"
"538","Greece",2013,"Greece-2013",10.02,94.37,10.02,73.89,5.78,4.7,14.7416666666667,36199
"539","Greece",2013,"Greece-2013",5.78,94.37,10.02,73.89,5.78,4.7,14.7416666666667,36199
"540","Greece",2013,"Greece-2013",4.7,94.37,10.02,73.89,5.78,4.7,14.7416666666667,36199
"541","Hungary",1990,"Hungary-1990",90.74,90.74,11.74,69.04,0.39,9.57,10.9916666666667,23091
"542","Hungary",1990,"Hungary-1990",69.04,90.74,11.74,69.04,0.39,9.57,10.9916666666667,23091
"543","Hungary",1990,"Hungary-1990",11.74,90.74,11.74,69.04,0.39,9.57,10.9916666666667,23091
"544","Hungary",1990,"Hungary-1990",9.57,90.74,11.74,69.04,0.39,9.57,10.9916666666667,23091
"545","Hungary",1990,"Hungary-1990",0.39,90.74,11.74,69.04,0.39,9.57,10.9916666666667,23091
"546","Hungary",1991,"Hungary-1991",85.72,85.72,11.68,66.18,0.36,7.51,9.775,22722
"547","Hungary",1991,"Hungary-1991",66.18,85.72,11.68,66.18,0.36,7.51,9.775,22722
"548","Hungary",1991,"Hungary-1991",11.68,85.72,11.68,66.18,0.36,7.51,9.775,22722
"549","Hungary",1991,"Hungary-1991",7.51,85.72,11.68,66.18,0.36,7.51,9.775,22722
"550","Hungary",1991,"Hungary-1991",0.36,85.72,11.68,66.18,0.36,7.51,9.775,22722
"551","Hungary",1992,"Hungary-1992",75.77,75.77,10.49,59.63,0.23,5.43,11.0333333333333,24402
"552","Hungary",1992,"Hungary-1992",59.63,75.77,10.49,59.63,0.23,5.43,11.0333333333333,24402
"553","Hungary",1992,"Hungary-1992",10.49,75.77,10.49,59.63,0.23,5.43,11.0333333333333,24402
"554","Hungary",1992,"Hungary-1992",5.43,75.77,10.49,59.63,0.23,5.43,11.0333333333333,24402
"555","Hungary",1992,"Hungary-1992",0.23,75.77,10.49,59.63,0.23,5.43,11.0333333333333,24402
"556","Hungary",1993,"Hungary-1993",76.32,76.32,9.96,60.01,0.25,6.1,10.2583333333333,24586
"557","Hungary",1993,"Hungary-1993",60.01,76.32,9.96,60.01,0.25,6.1,10.2583333333333,24586
"558","Hungary",1993,"Hungary-1993",9.96,76.32,9.96,60.01,0.25,6.1,10.2583333333333,24586
"559","Hungary",1993,"Hungary-1993",6.1,76.32,9.96,60.01,0.25,6.1,10.2583333333333,24586
"560","Hungary",1993,"Hungary-1993",0.25,76.32,9.96,60.01,0.25,6.1,10.2583333333333,24586
"561","Hungary",1994,"Hungary-1994",75.97,75.97,9.44,59.41,0.28,6.85,11.6583333333333,24328
"562","Hungary",1994,"Hungary-1994",59.41,75.97,9.44,59.41,0.28,6.85,11.6583333333333,24328
"563","Hungary",1994,"Hungary-1994",9.44,75.97,9.44,59.41,0.28,6.85,11.6583333333333,24328
"564","Hungary",1994,"Hungary-1994",6.85,75.97,9.44,59.41,0.28,6.85,11.6583333333333,24328
"565","Hungary",1994,"Hungary-1994",0.28,75.97,9.44,59.41,0.28,6.85,11.6583333333333,24328
"566","Hungary",1995,"Hungary-1995",74.3,74.3,8.82,59.07,0.3,6.1,10.5083333333333,23374
"567","Hungary",1995,"Hungary-1995",59.07,74.3,8.82,59.07,0.3,6.1,10.5083333333333,23374
"568","Hungary",1995,"Hungary-1995",8.82,74.3,8.82,59.07,0.3,6.1,10.5083333333333,23374
"569","Hungary",1995,"Hungary-1995",6.1,74.3,8.82,59.07,0.3,6.1,10.5083333333333,23374
"570","Hungary",1995,"Hungary-1995",0.3,74.3,8.82,59.07,0.3,6.1,10.5083333333333,23374
"571","Iceland",1990,"Iceland-1990",3.38,3.38,0.51,1.96,0.5,0.41,1.64166666666667,500
"572","Iceland",1990,"Iceland-1990",1.96,3.38,0.51,1.96,0.5,0.41,1.64166666666667,500
"573","Iceland",1990,"Iceland-1990",0.51,3.38,0.51,1.96,0.5,0.41,1.64166666666667,500
"574","Iceland",1990,"Iceland-1990",0.41,3.38,0.51,1.96,0.5,0.41,1.64166666666667,500
"575","Iceland",1990,"Iceland-1990",0.5,3.38,0.51,1.96,0.5,0.41,1.64166666666667,500
"576","Iceland",1991,"Iceland-1991",3.26,3.26,0.51,1.93,0.41,0.4,2.45833333333333,513
"577","Iceland",1991,"Iceland-1991",1.93,3.26,0.51,1.93,0.41,0.4,2.45833333333333,513
"578","Iceland",1991,"Iceland-1991",0.51,3.26,0.51,1.93,0.41,0.4,2.45833333333333,513
"579","Iceland",1991,"Iceland-1991",0.4,3.26,0.51,1.93,0.41,0.4,2.45833333333333,513
"580","Iceland",1991,"Iceland-1991",0.41,3.26,0.51,1.93,0.41,0.4,2.45833333333333,513
"581","Iceland",1992,"Iceland-1992",3.06,3.06,0.52,1.96,0.18,0.39,1.675,590
"582","Iceland",1992,"Iceland-1992",1.96,3.06,0.52,1.96,0.18,0.39,1.675,590
"583","Iceland",1992,"Iceland-1992",0.52,3.06,0.52,1.96,0.18,0.39,1.675,590
"584","Iceland",1992,"Iceland-1992",0.39,3.06,0.52,1.96,0.18,0.39,1.675,590
"585","Iceland",1992,"Iceland-1992",0.18,3.06,0.52,1.96,0.18,0.39,1.675,590
"586","Iceland",1993,"Iceland-1993",3.02,3.02,0.53,2,0.09,0.4,1.58333333333333,583
"587","Iceland",1993,"Iceland-1993",2,3.02,0.53,2,0.09,0.4,1.58333333333333,583
"588","Iceland",1993,"Iceland-1993",0.53,3.02,0.53,2,0.09,0.4,1.58333333333333,583
"589","Iceland",1993,"Iceland-1993",0.4,3.02,0.53,2,0.09,0.4,1.58333333333333,583
"590","Iceland",1993,"Iceland-1993",0.09,3.02,0.53,2,0.09,0.4,1.58333333333333,583
"591","Iceland",1994,"Iceland-1994",3.1,3.1,0.54,2.11,0.06,0.39,1.45833333333333,541
"592","Iceland",1994,"Iceland-1994",2.11,3.1,0.54,2.11,0.06,0.39,1.45833333333333,541
"593","Iceland",1994,"Iceland-1994",0.54,3.1,0.54,2.11,0.06,0.39,1.45833333333333,541
"594","Iceland",1994,"Iceland-1994",0.39,3.1,0.54,2.11,0.06,0.39,1.45833333333333,541
"595","Iceland",1994,"Iceland-1994",0.06,3.1,0.54,2.11,0.06,0.39,1.45833333333333,541
"596","Iceland",1995,"Iceland-1995",3.04,3.04,0.55,2.02,0.08,0.39,0.966666666666667,606
"597","Iceland",1995,"Iceland-1995",2.02,3.04,0.55,2.02,0.08,0.39,0.966666666666667,606
"598","Iceland",1995,"Iceland-1995",0.55,3.04,0.55,2.02,0.08,0.39,0.966666666666667,606
"599","Iceland",1995,"Iceland-1995",0.39,3.04,0.55,2.02,0.08,0.39,0.966666666666667,606
"600","Iceland",1995,"Iceland-1995",0.08,3.04,0.55,2.02,0.08,0.39,0.966666666666667,606
"601","Ireland",1990,"Ireland-1990",54.11,54.11,15.46,28.53,0.03,10.09,9.93333333333333,10829
"602","Ireland",1990,"Ireland-1990",28.53,54.11,15.46,28.53,0.03,10.09,9.93333333333333,10829
"603","Ireland",1990,"Ireland-1990",15.46,54.11,15.46,28.53,0.03,10.09,9.93333333333333,10829
"604","Ireland",1990,"Ireland-1990",10.09,54.11,15.46,28.53,0.03,10.09,9.93333333333333,10829
"605","Ireland",1990,"Ireland-1990",0.03,54.11,15.46,28.53,0.03,10.09,9.93333333333333,10829
"606","Ireland",1991,"Ireland-1991",54.68,54.68,15.75,29.05,0.04,9.83,9.43333333333333,10588
"607","Ireland",1991,"Ireland-1991",29.05,54.68,15.75,29.05,0.04,9.83,9.43333333333333,10588
"608","Ireland",1991,"Ireland-1991",15.75,54.68,15.75,29.05,0.04,9.83,9.43333333333333,10588
"609","Ireland",1991,"Ireland-1991",9.83,54.68,15.75,29.05,0.04,9.83,9.43333333333333,10588
"610","Ireland",1991,"Ireland-1991",0.04,54.68,15.75,29.05,0.04,9.83,9.43333333333333,10588
"611","Ireland",1992,"Ireland-1992",54.89,54.89,15.8,29.13,0.06,9.91,9.4,10147
"612","Ireland",1992,"Ireland-1992",29.13,54.89,15.8,29.13,0.06,9.91,9.4,10147
"613","Ireland",1992,"Ireland-1992",15.8,54.89,15.8,29.13,0.06,9.91,9.4,10147
"614","Ireland",1992,"Ireland-1992",9.91,54.89,15.8,29.13,0.06,9.91,9.4,10147
"615","Ireland",1992,"Ireland-1992",0.06,54.89,15.8,29.13,0.06,9.91,9.4,10147
"616","Ireland",1993,"Ireland-1993",55.54,55.54,15.93,29.26,0.09,10.26,9.25,11000
"617","Ireland",1993,"Ireland-1993",29.26,55.54,15.93,29.26,0.09,10.26,9.25,11000
"618","Ireland",1993,"Ireland-1993",15.93,55.54,15.93,29.26,0.09,10.26,9.25,11000
"619","Ireland",1993,"Ireland-1993",10.26,55.54,15.93,29.26,0.09,10.26,9.25,11000
"620","Ireland",1993,"Ireland-1993",0.09,55.54,15.93,29.26,0.09,10.26,9.25,11000
"621","Ireland",1994,"Ireland-1994",57.02,57.02,15.96,30.45,0.12,10.49,9.425,10537
"622","Ireland",1994,"Ireland-1994",30.45,57.02,15.96,30.45,0.12,10.49,9.425,10537
"623","Ireland",1994,"Ireland-1994",15.96,57.02,15.96,30.45,0.12,10.49,9.425,10537
"624","Ireland",1994,"Ireland-1994",10.49,57.02,15.96,30.45,0.12,10.49,9.425,10537
"625","Ireland",1994,"Ireland-1994",0.12,57.02,15.96,30.45,0.12,10.49,9.425,10537
"626","Ireland",1995,"Ireland-1995",57.85,57.85,16.01,31.05,0.27,10.52,9.95,11663
"627","Ireland",1995,"Ireland-1995",31.05,57.85,16.01,31.05,0.27,10.52,9.95,11663
"628","Ireland",1995,"Ireland-1995",16.01,57.85,16.01,31.05,0.27,10.52,9.95,11663
"629","Ireland",1995,"Ireland-1995",10.52,57.85,16.01,31.05,0.27,10.52,9.95,11663
"630","Ireland",1995,"Ireland-1995",0.27,57.85,16.01,31.05,0.27,10.52,9.95,11663
"631","Ireland",1996,"Ireland-1996",59.34,59.34,16,32.51,0.39,10.44,9.09166666666667,11208
"632","Ireland",1996,"Ireland-1996",32.51,59.34,16,32.51,0.39,10.44,9.09166666666667,11208
"633","Ireland",1996,"Ireland-1996",16,59.34,16,32.51,0.39,10.44,9.09166666666667,11208
"634","Ireland",1996,"Ireland-1996",10.44,59.34,16,32.51,0.39,10.44,9.09166666666667,11208
"635","Ireland",1996,"Ireland-1996",0.39,59.34,16,32.51,0.39,10.44,9.09166666666667,11208
"636","Ireland",1997,"Ireland-1997",60.84,60.84,16,33.68,0.57,10.59,10.1333333333333,11404
"637","Ireland",1997,"Ireland-1997",33.68,60.84,16,33.68,0.57,10.59,10.1333333333333,11404
"638","Ireland",1997,"Ireland-1997",16,60.84,16,33.68,0.57,10.59,10.1333333333333,11404
"639","Ireland",1997,"Ireland-1997",10.59,60.84,16,33.68,0.57,10.59,10.1333333333333,11404
"640","Ireland",1997,"Ireland-1997",0.57,60.84,16,33.68,0.57,10.59,10.1333333333333,11404
"641","Ireland",1998,"Ireland-1998",64.24,64.24,16.44,36.2,0.53,11.08,9.96666666666667,11500
"642","Ireland",1998,"Ireland-1998",36.2,64.24,16.44,36.2,0.53,11.08,9.96666666666667,11500
"643","Ireland",1998,"Ireland-1998",16.44,64.24,16.44,36.2,0.53,11.08,9.96666666666667,11500
"644","Ireland",1998,"Ireland-1998",11.08,64.24,16.44,36.2,0.53,11.08,9.96666666666667,11500
"645","Ireland",1998,"Ireland-1998",0.53,64.24,16.44,36.2,0.53,11.08,9.96666666666667,11500
"646","Ireland",1999,"Ireland-1999",65.8,65.8,16.48,37.81,0.68,10.81,9.94166666666667,12538
"647","Ireland",1999,"Ireland-1999",37.81,65.8,16.48,37.81,0.68,10.81,9.94166666666667,12538
"648","Ireland",1999,"Ireland-1999",16.48,65.8,16.48,37.81,0.68,10.81,9.94166666666667,12538
"649","Ireland",1999,"Ireland-1999",10.81,65.8,16.48,37.81,0.68,10.81,9.94166666666667,12538
"650","Ireland",1999,"Ireland-1999",0.68,65.8,16.48,37.81,0.68,10.81,9.94166666666667,12538
"651","Ireland",2000,"Ireland-2000",68.77,68.77,16.97,40.15,0.94,10.71,9.56666666666667,11585
"652","Ireland",2000,"Ireland-2000",40.15,68.77,16.97,40.15,0.94,10.71,9.56666666666667,11585
"653","Ireland",2000,"Ireland-2000",16.97,68.77,16.97,40.15,0.94,10.71,9.56666666666667,11585
"654","Ireland",2000,"Ireland-2000",10.71,68.77,16.97,40.15,0.94,10.71,9.56666666666667,11585
"655","Ireland",2000,"Ireland-2000",0.94,68.77,16.97,40.15,0.94,10.71,9.56666666666667,11585
"656","Ireland",2001,"Ireland-2001",71.35,71.35,17.05,42.79,1.04,10.47,9.48333333333333,10707
"657","Ireland",2001,"Ireland-2001",42.79,71.35,17.05,42.79,1.04,10.47,9.48333333333333,10707
"658","Ireland",2001,"Ireland-2001",17.05,71.35,17.05,42.79,1.04,10.47,9.48333333333333,10707
"659","Ireland",2001,"Ireland-2001",10.47,71.35,17.05,42.79,1.04,10.47,9.48333333333333,10707
"660","Ireland",2001,"Ireland-2001",1.04,71.35,17.05,42.79,1.04,10.47,9.48333333333333,10707
"661","Ireland",2002,"Ireland-2002",70.62,70.62,16.95,41.92,0.97,10.78,9.85,10446
"662","Ireland",2002,"Ireland-2002",41.92,70.62,16.95,41.92,0.97,10.78,9.85,10446
"663","Ireland",2002,"Ireland-2002",16.95,70.62,16.95,41.92,0.97,10.78,9.85,10446
"664","Ireland",2002,"Ireland-2002",10.78,70.62,16.95,41.92,0.97,10.78,9.85,10446
"665","Ireland",2002,"Ireland-2002",0.97,70.62,16.95,41.92,0.97,10.78,9.85,10446
"666","Ireland",2003,"Ireland-2003",70.9,70.9,17.52,42.09,1.11,10.18,9.94166666666667,10758
"667","Ireland",2003,"Ireland-2003",42.09,70.9,17.52,42.09,1.11,10.18,9.94166666666667,10758
"668","Ireland",2003,"Ireland-2003",17.52,70.9,17.52,42.09,1.11,10.18,9.94166666666667,10758
"669","Ireland",2003,"Ireland-2003",10.18,70.9,17.52,42.09,1.11,10.18,9.94166666666667,10758
"670","Ireland",2003,"Ireland-2003",1.11,70.9,17.52,42.09,1.11,10.18,9.94166666666667,10758
"671","Ireland",2004,"Ireland-2004",70.13,70.13,16.58,42.73,0.99,9.84,9.85833333333333,10038
"672","Ireland",2004,"Ireland-2004",42.73,70.13,16.58,42.73,0.99,9.84,9.85833333333333,10038
"673","Ireland",2004,"Ireland-2004",16.58,70.13,16.58,42.73,0.99,9.84,9.85833333333333,10038
"674","Ireland",2004,"Ireland-2004",9.84,70.13,16.58,42.73,0.99,9.84,9.85833333333333,10038
"675","Ireland",2004,"Ireland-2004",0.99,70.13,16.58,42.73,0.99,9.84,9.85833333333333,10038
"676","Ireland",2005,"Ireland-2005",71.35,71.35,16.1,44.65,1.01,9.59,9.975,9952
"677","Ireland",2005,"Ireland-2005",44.65,71.35,16.1,44.65,1.01,9.59,9.975,9952
"678","Ireland",2005,"Ireland-2005",16.1,71.35,16.1,44.65,1.01,9.59,9.975,9952
"679","Ireland",2005,"Ireland-2005",9.59,71.35,16.1,44.65,1.01,9.59,9.975,9952
"680","Ireland",2005,"Ireland-2005",1.01,71.35,16.1,44.65,1.01,9.59,9.975,9952
"681","Ireland",2006,"Ireland-2006",72.32,72.32,16.06,45.68,1.17,9.41,10.0666666666667,10058
"682","Ireland",2006,"Ireland-2006",45.68,72.32,16.06,45.68,1.17,9.41,10.0666666666667,10058
"683","Ireland",2006,"Ireland-2006",16.06,72.32,16.06,45.68,1.17,9.41,10.0666666666667,10058
"684","Ireland",2006,"Ireland-2006",9.41,72.32,16.06,45.68,1.17,9.41,10.0666666666667,10058
"685","Ireland",2006,"Ireland-2006",1.17,72.32,16.06,45.68,1.17,9.41,10.0666666666667,10058
"686","Israel",1990,"Israel-1990",43.95,43.95,8.35,33.78,0.21,1.62,19.8166666666667,5557
"687","Israel",1990,"Israel-1990",33.78,43.95,8.35,33.78,0.21,1.62,19.8166666666667,5557
"688","Israel",1990,"Israel-1990",8.35,43.95,8.35,33.78,0.21,1.62,19.8166666666667,5557
"689","Israel",1990,"Israel-1990",0.21,43.95,8.35,33.78,0.21,1.62,19.8166666666667,5557
"690","Israel",1990,"Israel-1990",1.62,43.95,8.35,33.78,0.21,1.62,19.8166666666667,5557
"691","Israel",1991,"Israel-1991",45.03,45.03,8.61,34.5,0.32,1.61,19.8083333333333,5491
"692","Israel",1991,"Israel-1991",34.5,45.03,8.61,34.5,0.32,1.61,19.8083333333333,5491
"693","Israel",1991,"Israel-1991",8.61,45.03,8.61,34.5,0.32,1.61,19.8083333333333,5491
"694","Israel",1991,"Israel-1991",0.32,45.03,8.61,34.5,0.32,1.61,19.8083333333333,5491
"695","Israel",1991,"Israel-1991",1.61,45.03,8.61,34.5,0.32,1.61,19.8083333333333,5491
"696","Israel",1992,"Israel-1992",47.82,47.82,8.9,36.83,0.42,1.66,18.8416666666667,5868
"697","Israel",1992,"Israel-1992",36.83,47.82,8.9,36.83,0.42,1.66,18.8416666666667,5868
"698","Israel",1992,"Israel-1992",8.9,47.82,8.9,36.83,0.42,1.66,18.8416666666667,5868
"699","Israel",1992,"Israel-1992",0.42,47.82,8.9,36.83,0.42,1.66,18.8416666666667,5868
"700","Israel",1992,"Israel-1992",1.66,47.82,8.9,36.83,0.42,1.66,18.8416666666667,5868
"701","Israel",1993,"Israel-1993",51.88,51.88,9.18,40.48,0.53,1.69,19.7416666666667,4822
"702","Israel",1993,"Israel-1993",40.48,51.88,9.18,40.48,0.53,1.69,19.7416666666667,4822
"703","Israel",1993,"Israel-1993",9.18,51.88,9.18,40.48,0.53,1.69,19.7416666666667,4822
"704","Israel",1993,"Israel-1993",0.53,51.88,9.18,40.48,0.53,1.69,19.7416666666667,4822
"705","Israel",1993,"Israel-1993",1.69,51.88,9.18,40.48,0.53,1.69,19.7416666666667,4822
"706","Israel",1994,"Israel-1994",55.21,55.21,9.48,43.34,0.64,1.75,20.3,3914
"707","Israel",1994,"Israel-1994",43.34,55.21,9.48,43.34,0.64,1.75,20.3,3914
"708","Israel",1994,"Israel-1994",9.48,55.21,9.48,43.34,0.64,1.75,20.3,3914
"709","Israel",1994,"Israel-1994",0.64,55.21,9.48,43.34,0.64,1.75,20.3,3914
"710","Israel",1994,"Israel-1994",1.75,55.21,9.48,43.34,0.64,1.75,20.3,3914
"711","Israel",1995,"Israel-1995",59.03,59.03,9.76,46.75,0.75,1.78,19.8833333333333,4603
"712","Israel",1995,"Israel-1995",46.75,59.03,9.76,46.75,0.75,1.78,19.8833333333333,4603
"713","Israel",1995,"Israel-1995",9.76,59.03,9.76,46.75,0.75,1.78,19.8833333333333,4603
"714","Israel",1995,"Israel-1995",0.75,59.03,9.76,46.75,0.75,1.78,19.8833333333333,4603
"715","Israel",1995,"Israel-1995",1.78,59.03,9.76,46.75,0.75,1.78,19.8833333333333,4603
"716","Israel",1996,"Israel-1996",62.13,62.13,10.07,48.71,1.45,1.9,20.4666666666667,6236
"717","Israel",1996,"Israel-1996",48.71,62.13,10.07,48.71,1.45,1.9,20.4666666666667,6236
"718","Israel",1996,"Israel-1996",10.07,62.13,10.07,48.71,1.45,1.9,20.4666666666667,6236
"719","Israel",1996,"Israel-1996",1.45,62.13,10.07,48.71,1.45,1.9,20.4666666666667,6236
"720","Israel",1996,"Israel-1996",1.9,62.13,10.07,48.71,1.45,1.9,20.4666666666667,6236
"721","Israel",1997,"Israel-1997",65.15,65.15,10.13,50.94,2.16,1.92,19.75,6788
"722","Israel",1997,"Israel-1997",50.94,65.15,10.13,50.94,2.16,1.92,19.75,6788
"723","Israel",1997,"Israel-1997",10.13,65.15,10.13,50.94,2.16,1.92,19.75,6788
"724","Israel",1997,"Israel-1997",2.16,65.15,10.13,50.94,2.16,1.92,19.75,6788
"725","Israel",1997,"Israel-1997",1.92,65.15,10.13,50.94,2.16,1.92,19.75,6788
"726","Italy",1990,"Italy-1990",456.75,456.75,54.57,370.74,2.84,28.6,12.5666666666667,111905
"727","Italy",1990,"Italy-1990",370.74,456.75,54.57,370.74,2.84,28.6,12.5666666666667,111905
"728","Italy",1990,"Italy-1990",54.57,456.75,54.57,370.74,2.84,28.6,12.5666666666667,111905
"729","Italy",1990,"Italy-1990",28.6,456.75,54.57,370.74,2.84,28.6,12.5666666666667,111905
"730","Italy",1990,"Italy-1990",2.84,456.75,54.57,370.74,2.84,28.6,12.5666666666667,111905
"731","Italy",1991,"Italy-1991",454.34,454.34,53.53,369.55,2.44,28.82,11.8,108779
"732","Italy",1991,"Italy-1991",369.55,454.34,53.53,369.55,2.44,28.82,11.8,108779
"733","Italy",1991,"Italy-1991",53.53,454.34,53.53,369.55,2.44,28.82,11.8,108779
"734","Italy",1991,"Italy-1991",28.82,454.34,53.53,369.55,2.44,28.82,11.8,108779
"735","Italy",1991,"Italy-1991",2.44,454.34,53.53,369.55,2.44,28.82,11.8,108779
"736","Italy",1992,"Italy-1992",451.12,451.12,53.52,367.75,1.73,28.11,12.4166666666667,106258
"737","Italy",1992,"Italy-1992",367.75,451.12,53.52,367.75,1.73,28.11,12.4166666666667,106258
"738","Italy",1992,"Italy-1992",53.52,451.12,53.52,367.75,1.73,28.11,12.4166666666667,106258
"739","Italy",1992,"Italy-1992",28.11,451.12,53.52,367.75,1.73,28.11,12.4166666666667,106258
"740","Italy",1992,"Italy-1992",1.73,451.12,53.52,367.75,1.73,28.11,12.4166666666667,106258
"741","Italy",1993,"Italy-1993",444.81,444.81,52.99,362.41,1.58,27.83,12.1833333333333,105548
"742","Italy",1993,"Italy-1993",362.41,444.81,52.99,362.41,1.58,27.83,12.1833333333333,105548
"743","Italy",1993,"Italy-1993",52.99,444.81,52.99,362.41,1.58,27.83,12.1833333333333,105548
"744","Italy",1993,"Italy-1993",27.83,444.81,52.99,362.41,1.58,27.83,12.1833333333333,105548
"745","Italy",1993,"Italy-1993",1.58,444.81,52.99,362.41,1.58,27.83,12.1833333333333,105548
"746","Italy",1994,"Italy-1994",439.52,439.52,53.19,357.76,1.5,27.06,13.1333333333333,108979
"747","Italy",1994,"Italy-1994",357.76,439.52,53.19,357.76,1.5,27.06,13.1333333333333,108979
"748","Italy",1994,"Italy-1994",53.19,439.52,53.19,357.76,1.5,27.06,13.1333333333333,108979
"749","Italy",1994,"Italy-1994",27.06,439.52,53.19,357.76,1.5,27.06,13.1333333333333,108979
"750","Italy",1994,"Italy-1994",1.5,439.52,53.19,357.76,1.5,27.06,13.1333333333333,108979
"751","Italy",1995,"Italy-1995",464.51,464.51,52.87,381.89,1.78,27.97,12.1333333333333,108819
"752","Italy",1995,"Italy-1995",381.89,464.51,52.87,381.89,1.78,27.97,12.1333333333333,108819
"753","Italy",1995,"Italy-1995",52.87,464.51,52.87,381.89,1.78,27.97,12.1333333333333,108819
"754","Italy",1995,"Italy-1995",27.97,464.51,52.87,381.89,1.78,27.97,12.1333333333333,108819
"755","Italy",1995,"Italy-1995",1.78,464.51,52.87,381.89,1.78,27.97,12.1333333333333,108819
"756","Italy",1996,"Italy-1996",460.76,460.76,53.4,377.63,1.49,28.24,11.8833333333333,105906
"757","Italy",1996,"Italy-1996",377.63,460.76,53.4,377.63,1.49,28.24,11.8833333333333,105906
"758","Italy",1996,"Italy-1996",53.4,460.76,53.4,377.63,1.49,28.24,11.8833333333333,105906
"759","Italy",1996,"Italy-1996",28.24,460.76,53.4,377.63,1.49,28.24,11.8833333333333,105906
"760","Italy",1996,"Italy-1996",1.49,460.76,53.4,377.63,1.49,28.24,11.8833333333333,105906
"761","Italy",1997,"Italy-1997",464.54,464.54,53.78,381,1.86,27.91,12.6583333333333,112133
"762","Italy",1997,"Italy-1997",381,464.54,53.78,381,1.86,27.91,12.6583333333333,112133
"763","Italy",1997,"Italy-1997",53.78,464.54,53.78,381,1.86,27.91,12.6583333333333,112133
"764","Italy",1997,"Italy-1997",27.91,464.54,53.78,381,1.86,27.91,12.6583333333333,112133
"765","Italy",1997,"Italy-1997",1.86,464.54,53.78,381,1.86,27.91,12.6583333333333,112133
"766","Italy",1998,"Italy-1998",475.84,475.84,53.35,391.85,2.3,28.34,12.5083333333333,115611
"767","Italy",1998,"Italy-1998",391.85,475.84,53.35,391.85,2.3,28.34,12.5083333333333,115611
"768","Italy",1998,"Italy-1998",53.35,475.84,53.35,391.85,2.3,28.34,12.5083333333333,115611
"769","Italy",1998,"Italy-1998",28.34,475.84,53.35,391.85,2.3,28.34,12.5083333333333,115611
"770","Italy",1998,"Italy-1998",2.3,475.84,53.35,391.85,2.3,28.34,12.5083333333333,115611
"771","Italy",1999,"Italy-1999",483.07,483.07,53.19,398.49,2.81,28.58,12.6583333333333,119168
"772","Italy",1999,"Italy-1999",398.49,483.07,53.19,398.49,2.81,28.58,12.6583333333333,119168
"773","Italy",1999,"Italy-1999",53.19,483.07,53.19,398.49,2.81,28.58,12.6583333333333,119168
"774","Italy",1999,"Italy-1999",28.58,483.07,53.19,398.49,2.81,28.58,12.6583333333333,119168
"775","Italy",1999,"Italy-1999",2.81,483.07,53.19,398.49,2.81,28.58,12.6583333333333,119168
"776","Italy",2000,"Italy-2000",488,488,53.87,401.78,3.48,28.87,12.9583333333333,116359
"777","Italy",2000,"Italy-2000",401.78,488,53.87,401.78,3.48,28.87,12.9583333333333,116359
"778","Italy",2000,"Italy-2000",53.87,488,53.87,401.78,3.48,28.87,12.9583333333333,116359
"779","Italy",2000,"Italy-2000",28.87,488,53.87,401.78,3.48,28.87,12.9583333333333,116359
"780","Italy",2000,"Italy-2000",3.48,488,53.87,401.78,3.48,28.87,12.9583333333333,116359
"781","Italy",2001,"Italy-2001",485.95,485.95,51.91,401.86,4.48,27.71,12.7166666666667,108698
"782","Italy",2001,"Italy-2001",401.86,485.95,51.91,401.86,4.48,27.71,12.7166666666667,108698
"783","Italy",2001,"Italy-2001",51.91,485.95,51.91,401.86,4.48,27.71,12.7166666666667,108698
"784","Italy",2001,"Italy-2001",27.71,485.95,51.91,401.86,4.48,27.71,12.7166666666667,108698
"785","Italy",2001,"Italy-2001",4.48,485.95,51.91,401.86,4.48,27.71,12.7166666666667,108698
"786","Italy",2002,"Italy-2002",494.23,494.23,52,408.76,5.29,28.18,12.975,113401
"787","Italy",2002,"Italy-2002",408.76,494.23,52,408.76,5.29,28.18,12.975,113401
"788","Italy",2002,"Italy-2002",52,494.23,52,408.76,5.29,28.18,12.975,113401
"789","Italy",2002,"Italy-2002",28.18,494.23,52,408.76,5.29,28.18,12.975,113401
"790","Italy",2002,"Italy-2002",5.29,494.23,52,408.76,5.29,28.18,12.975,113401
"791","Japan",1990,"Japan-1990",1109.37,1109.37,37.86,1016.89,26.3,28.33,11.6583333333333,253732
"792","Japan",1990,"Japan-1990",1016.89,1109.37,37.86,1016.89,26.3,28.33,11.6583333333333,253732
"793","Japan",1990,"Japan-1990",26.3,1109.37,37.86,1016.89,26.3,28.33,11.6583333333333,253732
"794","Japan",1990,"Japan-1990",37.86,1109.37,37.86,1016.89,26.3,28.33,11.6583333333333,253732
"795","Japan",1990,"Japan-1990",28.33,1109.37,37.86,1016.89,26.3,28.33,11.6583333333333,253732
"796","Japan",1991,"Japan-1991",1123.86,1123.86,37.18,1029.99,28.97,27.72,11.0166666666667,259401
"797","Japan",1991,"Japan-1991",1029.99,1123.86,37.18,1029.99,28.97,27.72,11.0166666666667,259401
"798","Japan",1991,"Japan-1991",28.97,1123.86,37.18,1029.99,28.97,27.72,11.0166666666667,259401
"799","Japan",1991,"Japan-1991",37.18,1123.86,37.18,1029.99,28.97,27.72,11.0166666666667,259401
"800","Japan",1991,"Japan-1991",27.72,1123.86,37.18,1029.99,28.97,27.72,11.0166666666667,259401
